CONSECUTIVO;LETRA;CATALOG_KEY;NOMBRE;CAPITULO
6476;N;N920;MENSTRUACIÓN EXCESIVA Y FRECUENTE CON CICLO REGULAR;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6477;N;N921;MENSTRUACIÓN EXCESIVA Y FRECUENTE CON CICLO IRREGULAR;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6478;N;N922;MENSTRUACIÓN EXCESIVA EN LA PUBERTAD;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6479;N;N923;HEMORRAGIA POR OVULACIÓN;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6480;N;N924;HEMORRAGIA EXCESIVA EN PERÍODO PREMENOPÁUSICO;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6481;N;N925;OTRAS MENSTRUACIONES IRREGULARES ESPECIFICADAS;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6482;N;N926;MENSTRUACIÓN IRREGULAR, NO ESPECIFICADA;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6483;N;N93;OTRAS HEMORRAGIAS UTERINAS O VAGINALES ANORMALES;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6484;N;N930;HEMORRAGIA POSTCOITO Y POSTCONTACTO;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6485;N;N938;OTRAS HEMORRAGIAS UTERINAS O VAGINALES ANORMALES ESPECIFICADAS;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6486;N;N939;HEMORRAGIA VAGINAL Y UTERINA ANORMAL, NO ESPECIFICADA;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6487;N;N94;DOLOR Y OTRAS AFECCIONES RELACIONADAS CON LOS ÓRGANOS GENITALES FEMENINOS Y CON EL CICLO MENSTRUAL;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6488;N;N940;DOLOR INTERMENSTRUAL;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6489;N;N941;DISPAREUNIA;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6490;N;N942;VAGINISMO;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6491;N;N943;SÍNDROME DE TENSIÓN PREMENSTRUAL;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6492;N;N944;DISMENORREA PRIMARIA;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6493;N;N945;DISMENORREA SECUNDARIA;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6494;N;N946;DISMENORREA, NO ESPECIFICADA;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6495;N;N948;OTRAS AFECCIONES ESPECIFICADAS ASOCIADAS CON LOS ÓRGANOS GENITALES FEMENINOS Y EL CICLO MENSTRUAL;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6496;N;N949;AFECCIONES NO ESPECIFICADAS ASOCIADAS CON LOS ÓRGANOS GENITALES FEMENINOS Y EL CICLO MENSTRUAL;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6497;N;N95;OTROS TRASTORNOS MENOPÁUSICOS Y PERIMENOPÁUSICOS;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6498;N;N950;HEMORRAGIA POSTMENOPÁUSICA;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6499;N;N951;ESTADOS MENOPÁUSICOS Y CLIMATÉRICOS FEMENINOS;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6500;N;N952;VAGINITIS ATRÓFICA POSTMENOPÁUSICA;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6501;N;N953;ESTADOS ASOCIADOS CON MENOPAUSIA ARTIFICIAL;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6502;N;N958;OTROS TRASTORNOS MENOPÁUSICOS Y PERIMENOPÁUSICOS ESPECIFICADOS;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6503;N;N959;TRASTORNO MENOPÁUSICO Y PERIMENOPÁUSICO, NO ESPECIFICADO;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6504;N;N96X;ABORTADORA HABITUAL;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6505;N;N97;INFERTILIDAD FEMENINA;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6506;N;N970;INFERTILIDAD FEMENINA ASOCIADA CON FALTA DE OVULACIÓN;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6507;N;N971;INFERTILIDAD FEMENINA DE ORIGEN TUBÁRICO;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6508;N;N972;INFERTILIDAD FEMENINA DE ORIGEN UTERINO;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6509;N;N973;INFERTILIDAD FEMENINA DE ORIGEN CERVICAL;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6510;N;N974;INFERTILIDAD FEMENINA ASOCIADA CON FACTORES MASCULINOS;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6511;N;N978;INFERTILIDAD FEMENINA DE OTRO ORIGEN;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6512;N;N979;INFERTILIDAD FEMENINA, NO ESPECIFICADA;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6513;N;N98;COMPLICACIONES ASOCIADAS CON LA FECUNDACIÓN ARTIFICIAL;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6514;N;N980;INFECCIÓN ASOCIADA CON INSEMINACIÓN ARTIFICIAL;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6515;N;N981;HIPERESTIMULACIÓN DE OVARIOS;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6516;N;N982;COMPLICACIONES EN EL INTENTO DE INTRODUCCIÓN DEL HUEVO FECUNDADO EN LA FERTILIZACIÓN IN VITRO;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6517;N;N983;COMPLICACIONES EN EL INTENTO DE INTRODUCCIÓN DEL EMBRIÓN EN LA TRANSFERENCIA DE EMBRIONES;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6518;N;N988;OTRAS COMPLICACIONES ASOCIADAS CON LA FECUNDACIÓN ARTIFICIAL;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6519;N;N989;COMPLICACIÓN NO ESPECIFICADA ASOCIADA CON LA FECUNDACIÓN ARTIFICIAL;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6520;N;N99;TRASTORNOS DEL SISTEMA GENITOURINARIO CONSECUTIVOS A PROCEDIMIENTOS NO CLASIFICADOS EN OTRA PARTE;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6521;N;N990;INSUFICIENCIA RENAL CONSECUTIVA A PROCEDIMIENTOS;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6522;N;N991;ESTRECHEZ URETRAL CONSECUTIVA A PROCEDIMIENTOS;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6523;N;N992;ADHERENCIAS POSTOPERATORIAS DE LA VAGINA;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6524;N;N993;PROLAPSO DE LA CÚPULA VAGINAL DESPUÉS DE HISTERECTOMÍA;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6525;N;N994;ADHERENCIAS PERITONEALES PÉLVICAS CONSECUTIVAS A PROCEDIMIENTOS;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6526;N;N995;MAL FUNCIONAMIENTO DE ESTOMA EXTERNO DE VÍAS URINARIAS;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6527;N;N998;OTROS TRASTORNOS DEL SISTEMA GENITOURINARIO CONSECUTIVOS A PROCEDIMIENTOS;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6528;N;N999;TRASTORNO NO ESPECIFICADO DEL SISTEMA GENITOURINARIO CONSECUTIVO A PROCEDIMIENTOS;ENFERMEDADES DEL SISTEMA GENITOURINARIO
6529;O;O00;EMBARAZO ECTÓPICO;EMBARAZO, PARTO Y PUERPERIO
6530;O;O000;EMBARAZO ABDOMINAL;EMBARAZO, PARTO Y PUERPERIO
6531;O;O001;EMBARAZO TUBÁRICO;EMBARAZO, PARTO Y PUERPERIO
6532;O;O002;EMBARAZO OVÁRICO;EMBARAZO, PARTO Y PUERPERIO
6533;O;O008;OTROS EMBARAZOS ECTÓPICOS;EMBARAZO, PARTO Y PUERPERIO
6534;O;O009;EMBARAZO ECTÓPICO, NO ESPECIFICADO;EMBARAZO, PARTO Y PUERPERIO
6535;O;O01;MOLA HIDATIFORME;EMBARAZO, PARTO Y PUERPERIO
6536;O;O010;MOLA HIDATIFORME CLÁSICA;EMBARAZO, PARTO Y PUERPERIO
6537;O;O011;MOLA HIDATIFORME, INCOMPLETA O PARCIAL;EMBARAZO, PARTO Y PUERPERIO
6538;O;O019;MOLA HIDATIFORME, NO ESPECIFICADA;EMBARAZO, PARTO Y PUERPERIO
6539;O;O02;OTROS PRODUCTOS ANORMALES DE LA CONCEPCIÓN;EMBARAZO, PARTO Y PUERPERIO
6540;O;O020;DETENCIÓN DEL DESARROLLO DEL HUEVO Y MOLA NO HIDATIFORME;EMBARAZO, PARTO Y PUERPERIO
6541;O;O021;ABORTO RETENIDO;EMBARAZO, PARTO Y PUERPERIO
6542;O;O028;OTROS PRODUCTOS ANORMALES ESPECIFICADOS DE LA CONCEPCIÓN;EMBARAZO, PARTO Y PUERPERIO
6543;O;O029;PRODUCTO ANORMAL DE LA CONCEPCIÓN, NO ESPECIFICADO;EMBARAZO, PARTO Y PUERPERIO
6544;O;O03;ABORTO ESPONTÁNEO;EMBARAZO, PARTO Y PUERPERIO
6545;O;O030;ABORTO ESPONTÁNEO INCOMPLETO, COMPLICADO CON INFECCIÓN GENITAL Y PELVIANA;EMBARAZO, PARTO Y PUERPERIO
6546;O;O031;ABORTO ESPONTÁNEO INCOMPLETO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDÍA;EMBARAZO, PARTO Y PUERPERIO
6547;O;O032;ABORTO ESPONTÁNEO INCOMPLETO, COMPLICADO POR EMBOLIA;EMBARAZO, PARTO Y PUERPERIO
6548;O;O033;ABORTO ESPONTÁNEO INCOMPLETO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS;EMBARAZO, PARTO Y PUERPERIO
6549;O;O034;ABORTO ESPONTÁNEO INCOMPLETO, SIN COMPLICACIÓN;EMBARAZO, PARTO Y PUERPERIO
6550;O;O035;ABORTO ESPONTÁNEO COMPLETO O NO ESPECIFICADO, COMPLICADO CON INFECCIÓN GENITAL Y PELVIANA;EMBARAZO, PARTO Y PUERPERIO
6551;O;O036;ABORTO ESPONTÁNEO COMPLETO O NO ESPECIFICADO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDÍA;EMBARAZO, PARTO Y PUERPERIO
6552;O;O037;ABORTO ESPONTÁNEO COMPLETO O NO ESPECIFICADO, COMPLICADO POR EMBOLIA;EMBARAZO, PARTO Y PUERPERIO
6553;O;O038;ABORTO ESPONTÁNEO COMPLETO O NO ESPECIFICADO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS;EMBARAZO, PARTO Y PUERPERIO
6554;O;O039;ABORTO ESPONTÁNEO COMPLETO O NO ESPECIFICADO, SIN COMPLICACIÓN;EMBARAZO, PARTO Y PUERPERIO
6555;O;O04;ABORTO MÉDICO;EMBARAZO, PARTO Y PUERPERIO
6556;O;O040;ABORTO MÉDICO INCOMPLETO, COMPLICADO CON INFECCIÓN GENITAL Y PELVIANA;EMBARAZO, PARTO Y PUERPERIO
6557;O;O041;ABORTO MÉDICO INCOMPLETO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDÍA;EMBARAZO, PARTO Y PUERPERIO
6558;O;O042;ABORTO MÉDICO INCOMPLETO, COMPLICADO POR EMBOLIA;EMBARAZO, PARTO Y PUERPERIO
6559;O;O043;ABORTO MÉDICO INCOMPLETO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS;EMBARAZO, PARTO Y PUERPERIO
6560;O;O044;ABORTO MÉDICO INCOMPLETO, SIN COMPLICACIÓN;EMBARAZO, PARTO Y PUERPERIO
6561;O;O045;ABORTO MÉDICO COMPLETO O NO ESPECIFICADO, COMPLICADO CON INFECCIÓN GENITAL Y PELVIANA;EMBARAZO, PARTO Y PUERPERIO
6562;O;O046;ABORTO MÉDICO COMPLETO O NO ESPECIFICADO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDÍA;EMBARAZO, PARTO Y PUERPERIO
6563;O;O047;ABORTO MÉDICO COMPLETO O NO ESPECIFICADO, COMPLICADO POR EMBOLIA;EMBARAZO, PARTO Y PUERPERIO
6564;O;O048;ABORTO MÉDICO COMPLETO O NO ESPECIFICADO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS;EMBARAZO, PARTO Y PUERPERIO
6565;O;O049;ABORTO MÉDICO COMPLETO O NO ESPECIFICADO, SIN COMPLICACIÓN;EMBARAZO, PARTO Y PUERPERIO
6566;O;O05;OTRO ABORTO;EMBARAZO, PARTO Y PUERPERIO
6567;O;O050;OTRO ABORTO INCOMPLETO, COMPLICADO CON INFECCIÓN GENITAL Y PELVIANA;EMBARAZO, PARTO Y PUERPERIO
6568;O;O051;OTRO ABORTO INCOMPLETO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDÍA;EMBARAZO, PARTO Y PUERPERIO
6569;O;O052;OTRO ABORTO INCOMPLETO, COMPLICADO POR EMBOLIA;EMBARAZO, PARTO Y PUERPERIO
6570;O;O053;OTRO ABORTO INCOMPLETO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS;EMBARAZO, PARTO Y PUERPERIO
6571;O;O054;OTRO ABORTO INCOMPLETO, SIN COMPLICACIÓN;EMBARAZO, PARTO Y PUERPERIO
6572;O;O055;OTRO ABORTO COMPLETO O NO ESPECIFICADO, COMPLICADO CON INFECCIÓN GENITAL Y PELVIANA;EMBARAZO, PARTO Y PUERPERIO
6573;O;O056;OTRO ABORTO COMPLETO O NO ESPECIFICADO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDÍA;EMBARAZO, PARTO Y PUERPERIO
6574;O;O057;OTRO ABORTO COMPLETO O NO ESPECIFICADO, COMPLICADO POR EMBOLIA;EMBARAZO, PARTO Y PUERPERIO
6575;O;O058;OTRO ABORTO COMPLETO O NO ESPECIFICADO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS;EMBARAZO, PARTO Y PUERPERIO
6576;O;O059;OTRO ABORTO COMPLETO O NO ESPECIFICADO, SIN COMPLICACIÓN;EMBARAZO, PARTO Y PUERPERIO
6577;O;O06;ABORTO NO ESPECIFICADO;EMBARAZO, PARTO Y PUERPERIO
6578;O;O060;ABORTO NO ESPECIFICADO INCOMPLETO, COMPLICADO CON INFECCIÓN GENITAL Y PELVIANA;EMBARAZO, PARTO Y PUERPERIO
6579;O;O061;ABORTO NO ESPECIFICADO INCOMPLETO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDÍA;EMBARAZO, PARTO Y PUERPERIO
6580;O;O062;ABORTO NO ESPECIFICADO INCOMPLETO, COMPLICADO POR EMBOLIA;EMBARAZO, PARTO Y PUERPERIO
6581;O;O063;ABORTO NO ESPECIFICADO INCOMPLETO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS;EMBARAZO, PARTO Y PUERPERIO
6582;O;O064;ABORTO NO ESPECIFICADO INCOMPLETO, SIN COMPLICACIÓN;EMBARAZO, PARTO Y PUERPERIO
6583;O;O065;ABORTO NO ESPECIFICADO COMPLETO O NO ESPECIFICADO, COMPLICADO CON INFECCIÓN GENITAL Y PELVIANA;EMBARAZO, PARTO Y PUERPERIO
6584;O;O066;ABORTO NO ESPECIFICADO COMPLETO O NO ESPECIFICADO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDÍA;EMBARAZO, PARTO Y PUERPERIO
6585;O;O067;ABORTO NO ESPECIFICADO COMPLETO O NO ESPECIFICADO, COMPLICADO POR EMBOLIA;EMBARAZO, PARTO Y PUERPERIO
6586;O;O068;ABORTO NO ESPECIFICADO COMPLETO O NO ESPECIFICADO, CON OTRAS COMPLICACIONES ESPECIFICADAS Y LAS NO ESPECIFICADAS;EMBARAZO, PARTO Y PUERPERIO
6587;O;O069;ABORTO NO ESPECIFICADO COMPLETO O NO ESPECIFICADO, SIN COMPLICACIÓN;EMBARAZO, PARTO Y PUERPERIO
6588;O;O07;INTENTO FALLIDO DE ABORTO;EMBARAZO, PARTO Y PUERPERIO
6589;O;O070;FALLA DE LA INDUCCIÓN MÉDICA DEL ABORTO, COMPLICADO POR INFECCIÓN GENITAL Y PELVIANA;EMBARAZO, PARTO Y PUERPERIO
6590;O;O071;FALLA DE LA INDUCCIÓN MÉDICA DEL ABORTO, COMPLICADO POR HEMORRAGIA EXCESIVA O TARDÍA;EMBARAZO, PARTO Y PUERPERIO
6591;O;O072;FALLA DE LA INDUCCIÓN MÉDICA DEL ABORTO, COMPLICADO POR EMBOLIA;EMBARAZO, PARTO Y PUERPERIO
6592;O;O073;FALLA DE LA INDUCCIÓN MÉDICA DEL ABORTO, CON OTRAS COMPLICACIONES Y LAS NO ESPECIFICADAS;EMBARAZO, PARTO Y PUERPERIO
6593;O;O074;FALLA DE LA INDUCCIÓN MÉDICA DEL ABORTO, SIN COMPLICACIÓN;EMBARAZO, PARTO Y PUERPERIO
6594;O;O075;OTROS INTENTOS FALLIDOS DE ABORTO Y LOS NO ESPECIFICADOS, COMPLICADOS POR INFECCIÓN GENITAL Y PELVIANA;EMBARAZO, PARTO Y PUERPERIO
6595;O;O076;OTROS INTENTOS FALLIDOS DE ABORTO Y LOS NO ESPECIFICADOS, COMPLICADOS POR HEMORRAGIA EXCESIVA O TARDÍA;EMBARAZO, PARTO Y PUERPERIO
6596;O;O077;OTROS INTENTOS FALLIDOS DE ABORTO Y LOS NO ESPECIFICADOS, COMPLICADOS POR EMBOLIA;EMBARAZO, PARTO Y PUERPERIO
6597;O;O078;OTROS INTENTOS FALLIDOS DE ABORTO Y LOS NO ESPECIFICADOS, CON OTRAS COMPLICACIONES Y LAS NO ESPECIFICADAS;EMBARAZO, PARTO Y PUERPERIO
6598;O;O079;OTROS INTENTOS FALLIDOS DE ABORTO Y LOS NO ESPECIFICADOS, SIN COMPLICACIÓN;EMBARAZO, PARTO Y PUERPERIO
6599;O;O08;COMPLICACIONES CONSECUTIVAS AL ABORTO, AL EMBARAZO ECTÓPICO Y AL EMBARAZO MOLAR;EMBARAZO, PARTO Y PUERPERIO
6600;O;O080;INFECCIÓN GENITAL Y PELVIANA CONSECUTIVA AL ABORTO, AL EMBARAZO ECTÓPICO Y AL EMBARAZO MOLAR;EMBARAZO, PARTO Y PUERPERIO
6601;O;O081;HEMORRAGIA EXCESIVA O TARDÍA CONSECUTIVA AL ABORTO, AL EMBARAZO ECTÓPICO Y AL EMBARAZO MOLAR;EMBARAZO, PARTO Y PUERPERIO
6602;O;O082;EMBOLIA CONSECUTIVA AL ABORTO, AL EMBARAZO ECTÓPICO Y AL EMBARAZO MOLAR;EMBARAZO, PARTO Y PUERPERIO
6603;O;O083;CHOQUE CONSECUTIVO AL ABORTO, AL EMBARAZO ECTÓPICO Y AL EMBARAZO MOLAR;EMBARAZO, PARTO Y PUERPERIO
6604;O;O084;INSUFICIENCIA RENAL CONSECUTIVA AL ABORTO, AL EMBARAZO ECTÓPICO Y AL EMBARAZO MOLAR;EMBARAZO, PARTO Y PUERPERIO
6605;O;O085;TRASTORNO METABÓLICO CONSECUTIVO AL ABORTO, AL EMBARAZO ECTÓPICO Y AL EMBARAZO MOLAR;EMBARAZO, PARTO Y PUERPERIO
6606;O;O086;LESIÓN DE ÓRGANOS O TEJIDOS DE LA PELVIS CONSECUTIVO AL ABORTO, AL EMBARAZO ECTÓPICO Y AL EMBARAZO MOLAR;EMBARAZO, PARTO Y PUERPERIO
6607;O;O087;OTRAS COMPLICACIONES VENOSAS CONSECUTIVAS AL ABORTO, AL EMBARAZO ECTÓPICO Y AL EMBARAZO MOLAR;EMBARAZO, PARTO Y PUERPERIO
6608;O;O088;OTRAS COMPLICACIONES CONSECUTIVAS AL ABORTO, AL EMBARAZO ECTÓPICO Y AL EMBARAZO MOLAR;EMBARAZO, PARTO Y PUERPERIO
6609;O;O089;COMPLICACIÓN NO ESPECIFICADA CONSECUTIVA AL ABORTO, AL EMBARAZO ECTÓPICO Y AL EMBARAZO MOLAR;EMBARAZO, PARTO Y PUERPERIO
6610;O;O10;HIPERTENSIÓN PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO;EMBARAZO, PARTO Y PUERPERIO
6611;O;O100;HIPERTENSIÓN ESENCIAL PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO;EMBARAZO, PARTO Y PUERPERIO
6612;O;O101;ENFERMEDAD CARDÍACA HIPERTENSIVA PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO;EMBARAZO, PARTO Y PUERPERIO
6613;O;O102;ENFERMEDAD RENAL HIPERTENSIVA PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO;EMBARAZO, PARTO Y PUERPERIO
6614;O;O103;ENFERMEDAD CARDIORRENAL HIPERTENSIVA PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO;EMBARAZO, PARTO Y PUERPERIO
6615;O;O104;HIPERTENSIÓN SECUNDARIA PREEXISTENTE QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO;EMBARAZO, PARTO Y PUERPERIO
6616;O;O109;HIPERTENSIÓN PREEXISTENTE NO ESPECIFICADA, QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO;EMBARAZO, PARTO Y PUERPERIO
6617;O;O11X;PREECLAMPSIA SUPERPUESTA EN HIPERTENSIÓN CRÓNICA;EMBARAZO, PARTO Y PUERPERIO
6618;O;O12;EDEMA Y PROTEINURIA GESTACIONALES [INDUCIDOS POR EL EMBARAZO] SIN HIPERTENSIÓN;EMBARAZO, PARTO Y PUERPERIO
6619;O;O120;EDEMA GESTACIONAL;EMBARAZO, PARTO Y PUERPERIO
6620;O;O121;PROTEINURIA GESTACIONAL;EMBARAZO, PARTO Y PUERPERIO
6621;O;O122;EDEMA GESTACIONAL CON PROTEINURIA;EMBARAZO, PARTO Y PUERPERIO
6622;O;O13X;HIPERTENSIÓN GESTACIONAL [INDUCIDA POR EL EMBARAZO];EMBARAZO, PARTO Y PUERPERIO
6623;O;O14;PREECLAMPSIA;EMBARAZO, PARTO Y PUERPERIO
6624;O;O140;PREECLAMPSIA LEVE A MODERADA;EMBARAZO, PARTO Y PUERPERIO
6625;O;O141;PREECLAMPSIA SEVERA;EMBARAZO, PARTO Y PUERPERIO
6626;O;O142;SÍNDROME HELLP;EMBARAZO, PARTO Y PUERPERIO
6627;O;O149;PREECLAMPSIA, NO ESPECIFICADA;EMBARAZO, PARTO Y PUERPERIO
6628;O;O15;ECLAMPSIA;EMBARAZO, PARTO Y PUERPERIO
6629;O;O150;ECLAMPSIA EN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6630;O;O151;ECLAMPSIA DURANTE EL TRABAJO DE PARTO;EMBARAZO, PARTO Y PUERPERIO
6631;O;O152;ECLAMPSIA EN EL PUERPERIO;EMBARAZO, PARTO Y PUERPERIO
6632;O;O159;ECLAMPSIA, EN PERÍODO NO ESPECIFICADO;EMBARAZO, PARTO Y PUERPERIO
6633;O;O16X;HIPERTENSIÓN MATERNA, NO ESPECIFICADA;EMBARAZO, PARTO Y PUERPERIO
6634;O;O20;HEMORRAGIA PRECOZ DEL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6635;O;O200;AMENAZA DE ABORTO;EMBARAZO, PARTO Y PUERPERIO
6636;O;O208;OTRAS HEMORRAGIAS PRECOCES DEL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6637;O;O209;HEMORRAGIA PRECOZ DEL EMBARAZO, SIN OTRA ESPECIFICACIÓN;EMBARAZO, PARTO Y PUERPERIO
6638;O;O21;VÓMITOS EXCESIVOS DEL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6639;O;O210;HIPEREMESIS GRAVÍDICA LEVE;EMBARAZO, PARTO Y PUERPERIO
6640;O;O211;HIPEREMESIS GRAVÍDICA CON TRASTORNOS METABÓLICOS;EMBARAZO, PARTO Y PUERPERIO
6641;O;O212;HIPEREMESIS GRAVÍDICA TARDÍA;EMBARAZO, PARTO Y PUERPERIO
6642;O;O218;OTROS VÓMITOS QUE COMPLICAN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6643;O;O219;VÓMITOS DEL EMBARAZO, NO ESPECIFICADOS;EMBARAZO, PARTO Y PUERPERIO
6644;O;O22;COMPLICACIONES VENOSAS Y HEMORROIDES EN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6645;O;O220;VENAS VARICOSAS DE LOS MIEMBROS INFERIORES EN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6646;O;O221;VÁRICES GENITALES EN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6647;O;O222;TROMBOFLEBITIS SUPERFICIAL EN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6648;O;O223;FLEBOTROMBOSIS PROFUNDA EN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6649;O;O224;HEMORROIDES EN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6650;O;O225;TROMBOSIS VENOSA CEREBRAL EN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6651;O;O228;OTRAS COMPLICACIONES VENOSAS EN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6652;O;O229;COMPLICACIÓN VENOSA NO ESPECIFICADA EN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6653;O;O23;INFECCIÓN DE LAS VÍAS GENITOURINARIAS EN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6654;O;O230;INFECCIÓN DEL RIÑÓN EN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6655;O;O231;INFECCIÓN DE LA VEJIGA URINARIA EN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6656;O;O232;INFECCIÓN DE LA URETRA EN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6657;O;O233;INFECCIÓN DE OTRAS PARTES DE LAS VÍAS URINARIAS EN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6658;O;O234;INFECCIÓN NO ESPECIFICADA DE LAS VÍAS URINARIAS EN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6659;O;O235;INFECCIÓN GENITAL EN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6660;O;O239;OTRAS INFECCIONES Y LAS NO ESPECIFICADAS DE LAS VÍAS GENITOURINARIAS EN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6661;O;O24;DIABETES MELLITUS EN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6662;O;O240;DIABETES MELLITUS PREEXISTENTE TIPO 1, EN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6663;O;O241;DIABETES MELLITUS PREEXISTENTE TIPO 2, EN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
6664;O;O242;DIABETES MELLITUS PREEXISTENTE RELACIONADA CON DESNUTRICIÓN, EN EL EMBARAZO;EMBARAZO, PARTO Y PUERPERIO
